"species","longitude","latitude","BIO1AnnMeanTemp","BIO2MeanDiurnalRange","BIO3Isotherm","BIO4TSeas","BIO5TWarmestMonth","BIO6MinTColdestMonth","BIO7TAnnRange","BIO8MeanTWettestQ","BIO9MeanTDriestQ","BIO10MeanTWarmestQ","BIO11MeanTColdestQ","BIO12AnnPrec","BIO13PrecWettestMonth","BIO14PrecDriestMonth","BIO15PrecSeas.COV","BIO16PrecWettestQ","BIO17PrecDriestQ","BIO18PrecWarmestQ","BIO19PrecColdestQ","EVMannPET","EVMthornthwaiteAI","EVMclimaticMI","EVMcontinentality","EVMembergerQ","EVMgrowingDegDays0","EVMgrowingDegDays5","EVMmaxTempColdest","EVMminTempWarmest","EVMmonthCountByT10","EVMPETColdestQ","EVMPETDriestQ","EVMPETseas","EVMPETWarmestQ","EVMPETWettestQ","EVMthermicityIndex","TotalCult","IrrCult","Rain.fedCult","Forested","Grass.Woodland","Barren","Urban","Water","roughness","slope","cos.asp.rad","vrm"
"Zeamays","-109.69740984366","29.788152719193","21.1886806488037","20.3467464447021","54.0029563903809","659.288818359375","39.8018493652344","2.12526535987854","37.676586151123","28.4247493743896","20.4062442779541","29.1088943481445","13.1458215713501","497.566162109375","155.696243286133","5","108.137168884277","317.028930664062","24.3487396240234","296.68017578125","84.8557968139648","2837362","99.9824600219727","-0.999824643135071","17.3072109222412","479.812194824219","91535.1015625","91535.1015625","224.58903503418","193.967391967773","12","123591.90625","267257.59375","9358813","343309.375","308707.625","247.902969360352","3.18917965888977","3.18917965888977","0","77","19.8108196258545","0","0","0","166.882720947266","3.79447555541992","0.120783589780331","0.0418214686214924"
"Zeamays","-109.653705548256","29.7893624054048","21.4157657623291","21.1316413879395","54.5186920166016","671.036560058594","40.5602645874023","1.79999995231628","38.7602653503418","28.7432804107666","20.6919441223145","29.4730949401855","13.2081642150879","486.435882568359","151.553115844727","5","107.633636474609","309.106231689453","24","289.106231689453","83.553108215332","2899935.25","99.9832229614258","-0.999832272529602","17.6584053039551","455.844940185547","92516.109375","92516.109375","228.434524536133","194","12","126295.1875","274260.59375","9535615","349352.46875","314315.5625","251.650283813477","1.7335832118988","1.7335832118988","0","74.9446640014648","23.2787818908691","0","0","0","51.7233200073242","1.00779366493225","0.770785987377167","0.166835576295853"
"Zeamays","-107.902987169386","29.744794289543","13.8286237716675","19.6795711517334","55.2411689758301","601.41259765625","31.3123874664307","-4.31247282028198","35.6248626708984","20.2496776580811","13.3600292205811","21.1014614105225","6.37621402740479","424.824829101562","106.858459472656","9","94.7842178344727","268.610687255859","28.1070747375488","230.734573364258","55.8584594726562","2256469.25","99.9811706542969","-0.999811768531799","15.9624309539795","434.346496582031","59739.65625","59739.65625","153.982345581055","116.982345581055","7","97196.1796875","216135.5","7535545.5","273717","244369.375","163.498489379883","0","0","0","78","22","0","0","0","49.2744102478027","1.10433626174927","0.726110100746155","0.0451217293739319"
"Zeamays","-108.251506016044","29.6965886689516","11.5440979003906","19.4922637939453","56.0737037658691","577.514221191406","28.4619045257568","-6.30000019073486","34.761905670166","17.9543609619141","10.6837110519409","18.5195178985596","4.42181968688965","656.070434570312","158.047485351562","12","86.3016204833984","383.294738769531","47.1997566223145","341.775695800781","107.818809509277","2087037.5","99.9685668945312","-0.999685645103455","15.2823991775513","688.032897949219","49870.50390625","33821.203125","137.680725097656","95.7096481323242","7","89585.609375","200601.3125","7006380","252974.78125","224624.015625","142.924819946289","0","0","0","80","20","0","0","0","92.351318359375","0.979832112789154","0.349230915307999","0.53224241733551"
"Zeamays","-107.81464001011","29.7044355579124","13.8082342147827","21.0006008148193","56.4921684265137","611.679992675781","32.1743202209473","-5","37.1743202209473","20.3207683563232","13.4488859176636","21.1998233795166","6.20918083190918","412.112243652344","102.976051330566","8.96777629852295","95.9822692871094","263.935546875","27.9677753448486","224.943832397461","52.2089042663574","2332625.5","99.9823303222656","-0.999823331832886","16.1483898162842","403.774047851562","59651.57421875","59651.57421875","158.775421142578","110","7","98788.859375","222894.109375","7918606","285069.875","254956","167.583648681641","2","2","0","60.7381782531738","36.5186233520508","0","1","0","53.7420196533203","0.811534702777863","0.856047928333282","0.687371015548706"
"Zeamays","-108.468759024234","29.6504112795408","11.4030065536499","18.1083812713623","54.8178215026855","565.239868164062","27.5836353302002","-5.44978380203247","33.0334167480469","17.7600479125977","10.364574432373","18.2702159881592","4.51737403869629","713.97998046875","171.201766967773","11.1121845245361","82.8124847412109","397.177215576172","49.562873840332","363.652465820312","132.652465820312","2005120.125","99.9643936157227","-0.999643921852112","14.8918170928955","787.962890625","49260.98828125","33286.66796875","131.248916625977","98.7510833740234","7","86560.921875","190842.5625","6699668","243461.65625","216869.265625","137.2021484375","0","0","0","79","20.587423324585","0","0","0","107.038986206055","2.10307383537292","-0.54926860332489","0.614824771881104"
"Zeamays","-108.38142539513","29.6521833055826","11.6352376937866","19.3490524291992","55.694637298584","582.347412109375","28.6173534393311","-6.12380456924438","34.7411575317383","18.0806579589844","10.7896671295166","18.6835498809814","4.46085166931152","683.176879882812","164.30256652832","11","83.8255233764648","384.778656005859","49.2380447387695","351.778656005859","123.651092529297","2085240.625","99.9672393798828","-0.999672412872314","15.3864479064941","716.84130859375","50264.23046875","34084.8828125","136.444564819336","96.7619552612305","7","88779.609375","199546.625","7026703.5","253411.765625","225891.65625","141.956008911133","0","0","0","79.5554275512695","20","0","0.793475329875946","0","45.8126373291016","0.339765012264252","-0.493870913982391","0.573177874088287"
"Zeamays","-108.20675088406","29.6555918431671","11.5390596389771","19.2431945800781","56.1402626037598","571.687866210938","28.2481079101562","-6.02889347076416","34.2770004272461","17.8810901641846","10.6643037796021","18.4463214874268","4.51737260818481","696.231506347656","167.294921875","12.8820428848267","85.1191711425781","403.899932861328","52.8549423217773","358.381011962891","115.866859436035","2068931.125","99.9663467407227","-0.999663472175598","15.0326023101807","740.498046875","49848.734375","33727.48046875","138","95.8820419311523","7","89131.453125","199259.984375","6907455","249789.390625","221866.328125","143.510177612305","0","0","0","80","20","0","0","0","50.3235206604004","1.1268322467804","0.546074688434601","0.304662138223648"
"Zeamays","-107.770025232889","29.6633225837898","13.8591909408569","21.3799114227295","57.2751045227051","607.112915039062","32.3098678588867","-5.0186071395874","37.3284721374512","20.3044548034668","13.5304203033447","21.2196655273438","6.34857130050659","410.599151611328","102.813926696777","8.09866714477539","96.8256149291992","264.618286132812","27.0986671447754","224.618286132812","49.9808654785156","2352312","99.9825439453125","-0.999825417995453","15.9588251113892","400.623138427734","59871.703125","59871.703125","163.098663330078","108.990432739258","7","100463.53125","225397.125","7946376.5","286831.5625","255740.359375","171.939239501953","1","1","0","50.5134429931641","47.5739631652832","0","1","0","52.1955947875977","0.448792815208435","0.201077669858932","0.838082432746887"
"Zeamays","-108.380296807799","29.6103553964555","11.5672540664673","19.7034931182861","56.4611587524414","575.514587402344","28.5485210418701","-6.34852075576782","34.8970413208008","17.9080867767334","10.736988067627","18.5155925750732","4.470374584198","709.523315429688","171.257400512695","12","83.3658599853516","397.872894287109","54","364.872894287109","126.135612487793","2090490.75","99.9660568237305","-0.999660611152649","15.1760063171387","741.231628417969","49970.5390625","33856.8984375","138.707702636719","93.2573928833008","7","89251.9140625","200252.296875","7005891","253273.75","226119.25","143.92643737793","0","0","0","79","20","0","1","0","36.936408996582","0.700229227542877","0.803907454013824","0.277663260698318"
"Zeamays","-108.336643639132","29.6112241170912","11.5311832427979","19.4598121643066","56.3728218078613","569.913391113281","28.3453521728516","-6.17440843582153","34.5197601318359","17.7989845275879","10.6985368728638","18.3909778594971","4.50290107727051","707.541320800781","172.168884277344","12","84.6809539794922","402.440551757812","53.7598266601562","367.337768554688","120.15315246582","2077169","99.965934753418","-0.999659359455109","14.9907684326172","747.234130859375","49814.7109375","33713.68359375","137.84684753418","93.2401733398438","7","89194.7734375","199440.3125","6951637.5","251205.203125","223284.34375","143.203628540039","0","0","0","80","20","0","0","0","52.4187889099121","1.32352638244629","0.68317586183548","0.0778171718120575"
"Zeamays","-107.769100597447","29.6214901425148","13.4357614517212","20.4635009765625","55.9763641357422","609.660888671875","31.3573398590088","-5.19999980926514","36.5573387145996","19.906457901001","13.1255502700806","20.7657413482666","5.8532657623291","415.267791748047","104.792068481445","9","97.5877456665039","269.521759033203","28","226.792068481445","49.0163803100586","2270026.75","99.9817047119141","-0.999817073345184","16.0135154724121","413.81396484375","58042.48828125","58042.48828125","154.303085327148","109.983619689941","7","97030.3984375","219233.515625","7653114","275129.40625","244946.03125","162.538833618164","0","0","0","54.8979606628418","44.1184196472168","0","1","0","84.2445373535156","1.98227787017822","0.718870639801025","0.0123524153605103"
"Zeamays","-107.725439726951","29.6222008013113","13.7657270431519","21.0919303894043","56.5218505859375","610.091979980469","32.1164054870605","-5.19999980926514","37.3164024353027","20.1890487670898","13.4888019561768","21.1159038543701","6.17836618423462","407.317810058594","101.926628112793","8","98.3020095825195","265.853271484375","27","223.853256225586","47","2327162","99.9824981689453","-0.999825000762939","16.0813064575195","397.575408935547","59467.94140625","59467.94140625","160.53791809082","109","7","99524.4921875","224864.5","7857619","282374.40625","250842.1875","169.103652954102","0","0","0","30.5997791290283","68.4909057617188","0","1","0","37.864013671875","0.624010682106018","0.513632237911224","0.398484468460083"
"Zeamays","-109.513536454841","29.5419933434717","21.9622936248779","20.658073425293","54.1469383239746","662.414916992188","40.658519744873","2.50670576095581","38.1518173217773","29.083568572998","21.2406692504883","29.8502349853516","13.7764253616333","520.80859375","153.875625610352","8","102.024375915527","320.539154052734","29.4721012115479","299","94.3364715576172","2895630.25","99.9820098876953","-0.999820172786713","17.3259086608887","495.753662109375","94877.109375","94877.109375","234.06706237793","200.596481323242","12","128318.5703125","275678.03125","9343114","345226.5","308995.59375","258.536041259766","2","2","0","76.8756256103516","21","0","0","0.875626981258392","23.626880645752","0.687506914138794","-0.105898968875408","0.108931839466095"
"Zeamays","-107.724530270797","29.580371117234","13.5439805984497","20.8370494842529","56.2993316650391","608.253356933594","31.7257232666016","-5.28555107116699","37.0112724304199","19.9749698638916","13.2461948394775","20.8702545166016","5.99243688583374","412.21875","104.299140930176","8","99.3929443359375","271.21875","27","227.299133300781","47","2293443.5","99.9820251464844","-0.999820232391357","16.0008144378662","405.715240478516","58509.99609375","58509.99609375","157.620468139648","108.919609069824","7","98634.9140625","221873.09375","7687930","277192.75","246558.984375","165.878890991211","1","0","0.855509042739868","38.106014251709","60.5144538879395","0","0.620469152927399","0","84.1015777587891","2.05005145072937","0.345175594091415","0.340804308652878"
"Zeamays","-107.767253176967","29.537834371715","13.1650190353394","21.5972938537598","57.2093620300293","604.366455078125","31.7530288696289","-5.99827814102173","37.7513084411621","19.6019649505615","11.2600736618042","20.4519653320312","5.67420768737793","434.501800537109","111","9","98.1043395996094","282.977142333984","30","237.547515869141","50.5475196838379","2305629.25","99.9811553955078","-0.999811589717865","15.828519821167","419.311676025391","56872.8828125","50499.9765625","158.982772827148","98.1086654663086","7","98851.1015625","200309.109375","7767499.5","278808.71875","247469.453125","166.149505615234","1","0","1","56.1808433532715","42.4067573547363","0","0","0","61.501636505127","1.47189497947693","-0.203157633543015","0.0805960297584534"
"Zeamays","-107.723621421324","29.5385444537247","13.4039077758789","21.3030891418457","56.8780326843262","606.453369140625","31.8665428161621","-5.58747100830078","37.4540138244629","19.8228073120117","11.9630279541016","20.7068386077881","5.87844562530518","420.254455566406","106.627220153809","8","99.7809371948242","276.919860839844","26.9166278839111","232.627227783203","47.6654319763184","2313324.75","99.9818344116211","-0.999818325042725","15.9186382293701","408.745208740234","57904.8828125","57904.8828125","159","102.832641601562","7","99488.171875","206811.375","7780788","280097.5","248673.421875","166.816436767578","2","1","1","45.5438461303711","52.4561538696289","0","0","0","108.166389465332","3.02597188949585","0.33370253443718","0.186733916401863"
